기관명,지점명,코드명,위도,경도,장비구분,제조사,모델명,제조번호,검정필번호,최종검정일,검정유효기간,접수번호,검정일
기상청,거진,GEJB,38.4165,128.3858,가속도계,Kinemetrics,ES-DH,479,O-2024-164,2024-11-05,2029-11-04,,
기상청,신기,SNGB,37.3465,129.0865,기록계,Kinemetrics,Q330HRS,6381,O-2024-169,2024-11-08,2029-11-07,,
기상청,신기,SNGB,37.3465,129.0865,속도계,Guralp,CMG-3TB,T39851,O-2024-169,2024-11-08,2029-11-07,,
기상청,신기,SNGB,37.3465,129.0865,가속도계,Kinemetrics,ES-DH,538,O-2024-169,2024-11-08,2029-11-07,,
기상청,인제북,IJBA,38.1208,128.3173,기록계,Kinemetrics,Q330S+,6546,O-2024-78,2024-09-24,2029-09-23,,
기상청,인제북,IJBA,38.1208,128.3173,가속도계,Kinemetrics,ES-DH,515,O-2024-78,2024-09-24,2029-09-23,,
기상청,김화,GMHB,38.25,127.421,기록계,Kinemetrics,Q330HRS,6382,O-2024-89,2024-09-27,2029-09-26,,
기상청,김화,GMHB,38.25,127.421,속도계,Guralp,CMG-3TB,T39850,O-2024-89,2024-09-27,2029-09-26,,
기상청,김화,GMHB,38.25,127.421,가속도계,Kinemetrics,ES-DH,485,O-2024-89,2024-09-27,2029-09-26,,
기상청,내면,NAMB,37.7711,128.3863,기록계,Kinemetrics,Q330HRS,6383,O-2024-75,2024-09-24,2029-09-23,,
기상청,내면,NAMB,37.7711,128.3863,속도계,Guralp,CMG-3TB,T39670,O-2024-75,2024-09-24,2029-09-23,,
기상청,내면,NAMB,37.7711,128.3863,가속도계,Kinemetrics,ES-DH,482,O-2024-75,2024-09-24,2029-09-23,,
기상청,청일,CGIA,37.5823,128.1527,기록계,Kinemetrics,Q330S+,6498,O-2024-73,2024-09-23,2029-09-22,,
기상청,청일,CGIA,37.5823,128.1527,가속도계,Kinemetrics,ES-DH,539,O-2024-73,2024-09-23,2029-09-22,,
기상청,김포,GMPB,37.6421,126.6756,기록계,Kinemetrics,Q330HRS,6447,O-2024-77,2024-09-24,2029-09-23,,
기상청,김포,GMPB,37.6421,126.6756,가속도계,Kinemetrics,ES-DH,552,O-2024-77,2024-09-24,2029-09-23,,
기상청,개천,GACA,35.1136,128.3071,기록계,Kinemetrics,Q330S+,6530,O-2024-29,2024-07-03,2029-07-02,,
기상청,개천,GACA,35.1136,128.3071,가속도계,Kinemetrics,ES-DH,492,O-2024-29,2024-07-03,2029-07-02,,
기상청,주촌,JUCA,35.2423,128.828,기록계,Kinemetrics,Q330S+,6500,O-2024-5,2024-05-13,2029-05-12,,
기상청,주촌,JUCA,35.2423,128.828,가속도계,Kinemetrics,ES-DH,493,O-2024-5,2024-05-13,2029-05-12,,
기상청,진영,JNYA,35.2822,128.7175,기록계,Kinemetrics,Q330S+,6501,O-2024-6,2024-05-17,2029-05-16,,
기상청,진영,JNYA,35.2822,128.7175,가속도계,Kinemetrics,ES-DH,542,O-2024-6,2024-05-17,2029-05-16,,
기상청,물금,MLGA,35.3113,128.997,기록계,Kinemetrics,Q330S+,6503,O-2024-4,2024-05-09,2029-05-08,,
기상청,물금,MLGA,35.3113,128.997,가속도계,Kinemetrics,ES-DH,497,O-2024-4,2024-05-09,2029-05-08,,
기상청,용정,YOJA,35.02234,128.49281,기록계,Kinemetrics,Q330S+,6504,O-2024-14,2024-05-30,2029-05-29,,
기상청,용정,YOJA,35.02234,128.49281,가속도계,Kinemetrics,ES-DH,498,O-2024-14,2024-05-30,2029-05-29,,
기상청,매물도,MMD,34.6488,128.5769,기록계,Kinemetrics,Q330HRS,6395,O-2024-3,2024-05-08,2029-05-07,,
기상청,매물도,MMD,34.6488,128.5769,속도계,Streckeisen,STS-2.5,150338,O-2024-3,2024-05-08,2029-05-07,,
기상청,매물도,MMD,34.6488,128.5769,가속도계,Kinemetrics,ES-T,8063,O-2024-3,2024-05-08,2029-05-07,,
기상청,강동,GGDA,35.9499,129.2531,기록계,Kinemetrics,Q330S+,6514,O-2024-33,2024-07-05,2029-07-04,,
기상청,강동,GGDA,35.9499,129.2531,가속도계,Kinemetrics,ES-DH,500,O-2024-33,2024-07-05,2029-07-04,,
기상청,경주산내,GSNA,35.7576,129.0109,기록계,Kinemetrics,Q330S+,6515,O-2024-30,2024-07-03,2029-07-02,,
기상청,경주산내,GSNA,35.7576,129.0109,가속도계,Kinemetrics,ES-DH,501,O-2024-30,2024-07-03,2029-07-02,,
기상청,기계,GIGA,36.0689,129.1996,기록계,Kinemetrics,Q330S+,6525,O-2024-35,2024-07-11,2029-07-10,,
기상청,기계,GIGA,36.0689,129.1996,가속도계,Kinemetrics,ES-DH,510,O-2024-35,2024-07-11,2029-07-10,,
기상청,강구,GGGA,36.3637,129.3908,기록계,Kinemetrics,Q330S+,6517,O-2024-27,2024-06-27,2029-06-26,,
기상청,강구,GGGA,36.3637,129.3908,가속도계,Kinemetrics,ES-DH,503,O-2024-27,2024-06-27,2029-06-26,,
기상청,호미곶,HMGA,36.0761,129.5666,기록계,Kinemetrics,Q330S+,6518,O-2024-32,2024-07-04,2029-07-03,,
기상청,호미곶,HMGA,36.0761,129.5666,가속도계,Kinemetrics,ES-DH,504,O-2024-32,2024-07-04,2029-07-03,,
기상청,동로,DGLA,36.7907,128.2706,기록계,Kinemetrics,Q330S+,6524,O-2024-10,2024-05-24,2029-05-23,,
기상청,동로,DGLA,36.7907,128.2706,가속도계,Kinemetrics,ES-DH,502,O-2024-10,2024-05-24,2029-05-23,,
기상청,부석,BUSA,36.9791,128.6611,기록계,Kinemetrics,Q330S+,6523,O-2024-7,2024-05-21,2029-05-20,I-2026-19,2026-01-29
기상청,태하,TAHA,37.515,130.8118,기록계,Kinemetrics,Q330S+,6482,O-2024-104,2024-10-11,2029-10-10,,
기상청,태하,TAHA,37.515,130.8118,가속도계,Kinemetrics,ES-DH,487,O-2024-104,2024-10-11,2029-10-10,,
기상청,청도,CGDA,35.6628,128.6703,기록계,Kinemetrics,Q330S+,6526,O-2024-2,2024-02-16,2029-02-15,,
기상청,청도,CGDA,35.6628,128.6703,가속도계,Kinemetrics,ES-DH,512,O-2024-2,2024-02-16,2029-02-15,,
기상청,마령,MALA,35.7445,127.3477,기록계,Kinemetrics,Q330S+,6556,I-2024-1,2024-01-26,2029-01-25,,
기상청,마령,MALA,35.7445,127.3477,가속도계,Kinemetrics,ES-DH,528,O-2024-24,2024-06-21,2029-06-20,,
기상청,난지도,NJDA,37.0503,126.4221,기록계,Kinemetrics,Q330S+,6528,O-2024-22,2024-06-13,2029-06-12,,
기상청,난지도,NJDA,37.0503,126.4221,가속도계,Kinemetrics,ES-DH,494,O-2024-22,2024-06-13,2029-06-12,,
기상청,상면,SGMA,37.8282,127.288,가속도계,Kinemetrics,ES-DH,517,O-2024-84,2024-09-26,2029-09-25,,
기상청,내촌,NCNA,37.8197,128.0919,기록계,Kinemetrics,Q330S+,6534,O-2024-87,2024-09-26,2029-09-25,,
기상청,내촌,NCNA,37.8197,128.0919,가속도계,Kinemetrics,ES-DH,521,O-2024-87,2024-09-26,2029-09-25,,
기상청,교동,KYDA,37.8066,126.3242,기록계,Kinemetrics,Q330S+,6516,O-2024-238,2024-12-05,2029-12-04,,
기상청,교동,KYDA,37.8066,126.3242,가속도계,Kinemetrics,ES-DH,522,O-2024-238,2024-12-05,2029-12-04,,
기상청,나로도,NLDA,34.5326,127.4673,가속도계,Kinemetrics,ES-DH,523,I-2024-4,2024-01-29,2029-01-28,O-2026-140,2026-08-19
기상청,조도,JODB,34.3115,126.0437,기록계,Kinemetrics,Q330HRS,6388,O-2024-167,2024-11-07,2029-11-06,,
기상청,조도,JODB,34.3115,126.0437,속도계,Guralp,CMG-3TB,T39871,O-2024-167,2024-11-07,2029-11-06,,
기상청,조도,JODB,34.3115,126.0437,가속도계,Kinemetrics,ES-DH,490,O-2024-167,2024-11-07,2029-11-06,,
기상청,함평,HMPA,35.1413,126.6176,기록계,Kinemetrics,Q330S+,6537,I-2024-35,2024-07-12,2029-07-11,,
기상청,심원,SMWA,35.5259,126.5522,기록계,Kinemetrics,Q330S+,6539,O-2024-42,2024-07-30,2029-07-29,,
기상청,심원,SMWA,35.5259,126.5522,가속도계,Kinemetrics,ES-DH,526,O-2024-42,2024-07-30,2029-07-29,,
기상청,태인,TAIA,35.6507,126.9318,기록계,Kinemetrics,Q330S+,6540,I-2024-35,2024-07-12,2029-07-11,,
기상청,청운,CGUB,37.5583,127.7136,기록계,Kinemetrics,Q330HRS,6390,O-2024-90,2024-09-27,2029-09-26,,
기상청,청운,CGUB,37.5583,127.7136,속도계,Guralp,CMG-3TB,T39868,O-2024-90,2024-09-27,2029-09-26,,
기상청,청운,CGUB,37.5583,127.7136,가속도계,Kinemetrics,ES-DH,489,O-2024-90,2024-09-27,2029-09-26,,
기상청,유구,YUGA,36.5406,126.9473,기록계,Kinemetrics,Q330S+,6542,O-2024-12,2024-05-29,2029-05-28,,
기상청,유구,YUGA,36.5406,126.9473,가속도계,Kinemetrics,ES-DH,529,O-2024-12,2024-05-29,2029-05-28,,
기상청,벌곡,BLGA,36.1392,127.3032,기록계,Kinemetrics,Q330S+,6543,O-2024-11,2024-05-29,2029-05-28,,
기상청,벌곡,BLGA,36.1392,127.3032,가속도계,Kinemetrics,ES-DH,530,O-2024-11,2024-05-29,2029-05-28,,
기상청,덕산,DKSA,36.9044,128.1456,기록계,Kinemetrics,Q330S+,6544,O-2024-8,2024-05-22,2029-05-21,,
기상청,덕산,DKSA,36.9044,128.1456,가속도계,Kinemetrics,ES-DH,531,O-2024-8,2024-05-22,2029-05-21,,
기상청,청양,CGYA,36.4234767,126.7787833,기록계,Kinemetrics,Q330S+,6545,O-2024-13,2024-05-30,2029-05-29,,
기상청,청양,CGYA,36.4234767,126.7787833,가속도계,Kinemetrics,ES-DH,532,I-2024-11,2024-02-16,2029-02-15,,
기상청,앙성,AGSA,37.0917,127.808,기록계,Kinemetrics,Q330S+,6499,O-2024-9,2024-05-23,2029-05-22,,
기상청,앙성,AGSA,37.0917,127.808,가속도계,Kinemetrics,ES-DH,533,O-2024-9,2024-05-23,2029-05-22,,
기상청,고성,KOSB,38.6028,128.3595,가속도계,Kinemetrics,ES-DH,473,O-2024-166,2024-11-06,2029-11-05,,
기상청,만재도,MJDB,34.2074,125.469,기록계,Kinemetrics,Q330HRS,6683,I-2024-141,2024-11-29,2029-11-28,,
기상청,만재도,MJDB,34.2074,125.469,가속도계,Kinemetrics,ES-DH,605,I-2024-141,2024-11-29,2029-11-28,,
기상청,임자도,IJDB,35.1028,126.0651,기록계,Kinemetrics,Q330HRS,6592,O-2024-52,2024-08-13,2029-08-12,I-2026-105,2026-07-01
기상청,임자도,IJDB,35.1028,126.0651,속도계,Streckeisen,STS-5A,130928,O-2024-52,2024-08-13,2029-08-12,,
기상청,임자도,IJDB,35.1028,126.0651,가속도계,Kinemetrics,ES-DH,606,O-2024-52,2024-08-13,2029-08-12,I-2026-53,2026-04-07
기상청,문덕,MNDB,34.966515,127.160857,기록계,Kinemetrics,Q330HRS,6684,O-2024-17,2024-06-05,2029-06-04,,
기상청,문덕,MNDB,34.966515,127.160857,속도계,Streckeisen,STS-5A,130908,O-2024-17,2024-06-05,2029-06-04,,
기상청,문덕,MNDB,34.966515,127.160857,가속도계,Kinemetrics,ES-DH,607,O-2024-17,2024-06-05,2029-06-04,,
기상청,표선,PYSB,33.3536,126.8167,기록계,Kinemetrics,Q330HRS,6596,I-2024-34,2024-07-12,2029-07-11,,
기상청,위천,WICA,35.7312,127.8015,기록계,Kinemetrics,Q330S+,6788,O-2024-36,2024-07-12,2029-07-11,,
기상청,위천,WICA,35.7312,127.8015,가속도계,Kinemetrics,ES-DH,575,O-2024-36,2024-07-12,2029-07-11,,
기상청,지리산,JLSA,35.3574,127.648,기록계,Kinemetrics,Q330S+,6798,O-2024-38,2024-07-23,2029-07-22,,
기상청,지리산,JLSA,35.3574,127.648,가속도계,Kinemetrics,ES-DH,570,O-2024-38,2024-07-23,2029-07-22,,
기상청,영동,YEDA,36.1247,127.685,기록계,Kinemetrics,Q330S+,6787,I-2024-26,2024-05-07,2029-05-06,,
기상청,청풍,CGPA,34.8766,126.9709,기록계,Kinemetrics,Q330S+,6793,O-2024-44,2024-07-31,2029-07-30,,
기상청,청풍,CGPA,34.8766,126.9709,가속도계,Kinemetrics,ES-DH,598,O-2024-44,2024-07-31,2029-07-30,,
기상청,시종,SIJA,34.8954483,126.588043,기록계,Kinemetrics,Q330S+,6810,O-2024-51,2024-08-12,2029-08-11,,
기상청,시종,SIJA,34.8954483,126.588043,가속도계,Kinemetrics,ES-DH,620,O-2024-51,2024-08-12,2029-08-11,,
기상청,양북,YGBA,35.79543,129.3865,기록계,Kinemetrics,Q330S+,6817,O-2024-56,2024-08-26,2029-08-25,,
기상청,양북,YGBA,35.79543,129.3865,가속도계,Kinemetrics,ES-DH,626,O-2024-56,2024-08-26,2029-08-25,,
기상청,칠서,CLSA,35.3628,128.4907,기록계,Kinemetrics,Q330S+,6780,O-2024-34,2024-07-10,2029-07-09,,
기상청,칠서,CLSA,35.3628,128.4907,가속도계,Kinemetrics,ES-DH,630,O-2024-34,2024-07-10,2029-07-09,,
기상청,안흥,ANHA,37.464696,128.155024,기록계,Nanometrics,CENTAUR,9557,I-2024-152,2024-12-13,2029-12-12,O-2026-149,2026-08-21
기상청,함안,HAMA,35.266,128.348,기록계,Nanometrics,CENTAUR,10531,I-2024-16,2024-03-06,2029-03-05,O-2026-43,2026-04-21
기상청,서초,SHOA,37.48278,127.02895,기록계,Nanometrics,CENTAUR,10752,I-2024-90,2024-10-18,2029-10-17,,
기상청,서초,SHOA,37.48278,127.02895,가속도계,Nanometrics,Titan PH,3672,I-2024-131,2024-11-25,2029-11-24,,
기상청,북면,BUMA,37.898,127.55215,기록계,Nanometrics,CENTAUR,10753,I-2024-90,2024-10-18,2029-10-17,,
기상청,북면,BUMA,37.898,127.55215,가속도계,Nanometrics,Titan PH,3669,I-2024-129,2024-11-22,2029-11-21,,
기상청,장호원,JHWA,37.12094,127.61052,기록계,Nanometrics,CENTAUR,10754,I-2024-90,2024-10-18,2029-10-17,,
기상청,장호원,JHWA,37.12094,127.61052,가속도계,Nanometrics,Titan PH,3636,I-2024-94,2024-10-22,2029-10-21,,
기상청,고양,GOYA,37.70235,126.79019,기록계,Nanometrics,CENTAUR,10755,I-2024-93,2024-10-21,2029-10-20,,
기상청,고양,GOYA,37.70235,126.79019,가속도계,Nanometrics,Titan PH,3673,I-2024-131,2024-11-25,2029-11-24,,
기상청,모현,MOHA,37.31217,127.26929,기록계,Nanometrics,CENTAUR,10756,I-2024-93,2024-10-21,2029-10-20,,
기상청,모현,MOHA,37.31217,127.26929,가속도계,Nanometrics,Titan PH,3675,I-2024-135,2024-11-27,2029-11-26,,
기상청,안양,ANYA,37.39522,126.8918,기록계,Nanometrics,CENTAUR,10759,I-2024-93,2024-10-21,2029-10-20,,
기상청,안양,ANYA,37.39522,126.8918,가속도계,Nanometrics,Titan PH,3665,I-2024-128,2024-11-21,2029-11-20,,
기상청,남양,NAYA,37.20043,126.83133,기록계,Nanometrics,CENTAUR,10760,I-2024-95,2024-10-22,2029-10-21,,
기상청,남양,NAYA,37.20043,126.83133,가속도계,Nanometrics,Titan PH,3667,I-2024-128,2024-11-21,2029-11-20,,
기상청,백사,BASA,37.327903,127.48084,기록계,Nanometrics,CENTAUR,10761,I-2024-95,2024-10-22,2029-10-21,,
기상청,백사,BASA,37.327903,127.48084,가속도계,Nanometrics,Titan PH,3666,I-2024-128,2024-11-21,2029-11-20,,
기상청,백암,BAAX,37.1296,127.3663,기록계,Nanometrics,CENTAUR,10762,I-2024-95,2024-10-22,2029-10-21,,
기상청,백암,BAAX,37.1296,127.3663,가속도계,Nanometrics,Titan PH,3682,I-2024-140,2024-11-29,2029-11-28,,
기상청,원남,WONA,38.28807,127.58695,기록계,Nanometrics,CENTAUR,10763,I-2024-98,2024-10-23,2029-10-22,,
기상청,원남,WONA,38.28807,127.58695,가속도계,Nanometrics,Titan PH,3678,I-2024-138,2024-11-28,2029-11-27,,
기상청,충북보은,CBBA,36.48752,127.73418,기록계,Nanometrics,CENTAUR,10764,I-2024-98,2024-10-23,2029-10-22,,
기상청,충북보은,CBBA,36.48752,127.73418,가속도계,Nanometrics,Titan PH,3681,I-2024-140,2024-11-29,2029-11-28,,
기상청,해안,HAAA,38.25228,128.11281,기록계,Nanometrics,CENTAUR,10765,I-2024-98,2024-10-23,2029-10-22,,
기상청,해안,HAAA,38.25228,128.11281,가속도계,Nanometrics,Titan PH,3680,I-2024-140,2024-11-29,2029-11-28,,
기상청,북춘천,BCCA,37.94746,127.75422,기록계,Nanometrics,CENTAUR,10766,I-2024-101,2024-10-24,2029-10-23,,
기상청,북춘천,BCCA,37.94746,127.75422,가속도계,Nanometrics,Titan PH,3676,I-2024-135,2024-11-27,2029-11-26,,
기상청,왕산,WASA,37.57952,128.8572,기록계,Nanometrics,CENTAUR,10767,I-2024-101,2024-10-24,2029-10-23,,
기상청,왕산,WASA,37.57952,128.8572,가속도계,Nanometrics,Titan PH,3645,I-2024-97,2024-10-23,2029-10-22,,
기상청,노곡,NOGA,37.28545,129.18303,기록계,Nanometrics,CENTAUR,10768,I-2024-101,2024-10-24,2029-10-23,,
기상청,노곡,NOGA,37.28545,129.18303,가속도계,Nanometrics,Titan PH,3643,I-2024-109,2024-11-01,2029-10-31,,
기상청,침산,CHSA,36.26593,127.39234,기록계,Nanometrics,CENTAUR,10769,I-2024-102,2024-10-25,2029-10-24,,
기상청,침산,CHSA,36.26593,127.39234,가속도계,Nanometrics,Titan PH,3671,I-2024-131,2024-11-25,2029-11-24,,
기상청,직동,JIDA,36.41794,127.47803,기록계,Nanometrics,CENTAUR,10770,I-2024-102,2024-10-25,2029-10-24,,
기상청,직동,JIDA,36.41794,127.47803,가속도계,Nanometrics,Titan PH,3578,I-2024-91,2024-10-18,2029-10-17,,
기상청,계룡,GYRA,36.32508,127.23057,기록계,Nanometrics,CENTAUR,10771,I-2024-102,2024-10-25,2029-10-24,,
기상청,계룡,GYRA,36.32508,127.23057,가속도계,Nanometrics,Titan PH,3633,I-2024-91,2024-10-18,2029-10-17,,
기상청,정산,JSAA,36.38619,126.95642,기록계,Nanometrics,CENTAUR,10772,I-2024-103,2024-10-28,2029-10-27,,
기상청,정산,JSAA,36.38619,126.95642,가속도계,Nanometrics,Titan PH,3606,I-2024-91,2024-10-18,2029-10-17,,
기상청,정안,JEAA,36.55106,127.09374,기록계,Nanometrics,CENTAUR,10773,I-2024-103,2024-10-28,2029-10-27,,
기상청,정안,JEAA,36.55106,127.09374,가속도계,Nanometrics,Titan PH,3635,I-2024-94,2024-10-22,2029-10-21,,
기상청,임암,IMAX,35.10516,126.86746,기록계,Nanometrics,CENTAUR,10774,I-2024-103,2024-10-28,2029-10-27,,
기상청,임암,IMAX,35.10516,126.86746,가속도계,Nanometrics,Titan PH,3679,I-2024-138,2024-11-28,2029-11-27,,
기상청,대마,DAMA,35.28607,126.60413,기록계,Nanometrics,CENTAUR,10775,I-2024-105,2024-10-29,2029-10-28,,
기상청,대마,DAMA,35.28607,126.60413,가속도계,Nanometrics,Titan PH,3668,I-2024-129,2024-11-22,2029-11-21,,
기상청,장평,JAPA,34.7729,126.97573,기록계,Nanometrics,CENTAUR,10776,I-2024-105,2024-10-29,2029-10-28,,
기상청,장평,JAPA,34.7729,126.97573,가속도계,Nanometrics,Titan PH,3663,I-2024-125,2024-11-20,2029-11-19,,
기상청,구례,GURA,35.20802,127.49357,기록계,Nanometrics,CENTAUR,10777,I-2024-105,2024-10-29,2029-10-28,,
기상청,구례,GURA,35.20802,127.49357,가속도계,Nanometrics,Titan PH,3662,I-2024-125,2024-11-20,2029-11-19,,
기상청,반송,BSOA,35.75086,128.50472,기록계,Nanometrics,CENTAUR,10778,I-2024-106,2024-10-30,2029-10-29,,
기상청,반송,BSOA,35.75086,128.50472,가속도계,Nanometrics,Titan PH,3656,I-2024-122,2024-11-15,2029-11-14,,
기상청,사복,SABA,35.87739,128.74883,기록계,Nanometrics,CENTAUR,10779,I-2024-106,2024-10-30,2029-10-29,,
기상청,사복,SABA,35.87739,128.74883,가속도계,Nanometrics,Titan PH,3655,I-2024-122,2024-11-15,2029-11-14,,
기상청,달산,DSAA,36.35805,129.28169,기록계,Nanometrics,CENTAUR,10780,I-2024-106,2024-10-30,2029-10-29,,
기상청,달산,DSAA,36.35805,129.28169,가속도계,Nanometrics,Titan PH,3653,I-2024-117,2024-11-05,2029-11-04,,
기상청,길안,GIAA,36.3644,128.9312,기록계,Nanometrics,CENTAUR,10781,I-2024-107,2024-10-31,2029-10-30,,
기상청,길안,GIAA,36.3644,128.9312,가속도계,Nanometrics,Titan PH,3644,I-2024-97,2024-10-23,2029-10-22,,
기상청,영덕읍,YDEA,36.43552,129.35866,기록계,Nanometrics,CENTAUR,10782,I-2024-107,2024-10-31,2029-10-30,,
기상청,영덕읍,YDEA,36.43552,129.35866,가속도계,Nanometrics,Titan PH,3654,I-2024-119,2024-11-06,2029-11-05,,
기상청,공성,GOSA,36.27732,128.09343,기록계,Nanometrics,CENTAUR,10783,I-2024-107,2024-10-31,2029-10-30,,
기상청,공성,GOSA,36.27732,128.09343,가속도계,Nanometrics,Titan PH,3664,I-2024-125,2024-11-20,2029-11-19,,
기상청,대저,DJEA,35.21743,128.96091,기록계,Nanometrics,CENTAUR,10784,I-2024-108,2024-11-01,2029-10-31,,
기상청,대저,DJEA,35.21743,128.96091,가속도계,Nanometrics,Titan PH,3670,I-2024-129,2024-11-22,2029-11-21,,
기상청,단성,DSEA,35.31115,127.96707,기록계,Nanometrics,CENTAUR,10785,I-2024-108,2024-11-01,2029-10-31,,
기상청,단성,DSEA,35.31115,127.96707,가속도계,Nanometrics,Titan PH,3659,I-2024-123,2024-11-18,2029-11-17,,
기상청,대병,DABX,35.53446,127.99004,기록계,Nanometrics,CENTAUR,10786,I-2024-108,2024-11-01,2029-10-31,,
기상청,대병,DABX,35.53446,127.99004,가속도계,Nanometrics,Titan PH,3674,I-2024-135,2024-11-27,2029-11-26,,
기상청,죽계,JUGA,34.9905,128.33091,기록계,Nanometrics,CENTAUR,10808,I-2024-113,2024-11-04,2029-11-03,,
기상청,죽계,JUGA,34.9905,128.33091,가속도계,Nanometrics,Titan PH,3660,I-2024-123,2024-11-18,2029-11-17,,
기상청,산인,SAIA,35.26293,128.44695,기록계,Nanometrics,CENTAUR,11828,I-2024-113,2024-11-04,2029-11-03,,
기상청,산인,SAIA,35.26293,128.44695,가속도계,Nanometrics,Titan PH,3657,I-2024-122,2024-11-15,2029-11-14,,
기상청,엄정,EOJA,37.07365,127.90351,기록계,Nanometrics,CENTAUR,11829,I-2024-113,2024-11-04,2029-11-03,,
기상청,엄정,EOJA,37.07365,127.90351,가속도계,Nanometrics,Titan PH,3637,I-2024-94,2024-10-22,2029-10-21,,
기상청,진천,JICA,36.91011,127.50547,기록계,Nanometrics,CENTAUR,11830,I-2024-118,2024-11-05,2029-11-04,,
기상청,진천,JICA,36.91011,127.50547,가속도계,Nanometrics,Titan PH,3647,I-2024-97,2024-10-23,2029-10-22,,
기상청,오창,OCHX,36.72258,127.4401,기록계,Nanometrics,CENTAUR,11831,I-2024-118,2024-11-05,2029-11-04,,
기상청,오창,OCHX,36.72258,127.4401,가속도계,Nanometrics,Titan PH,3677,I-2024-138,2024-11-28,2029-11-27,,
기상청,신덕,SIDA,35.67362,127.14138,기록계,Nanometrics,CENTAUR,11832,I-2024-118,2024-11-05,2029-11-04,,
기상청,신덕,SIDA,35.67362,127.14138,가속도계,Nanometrics,Titan PH,3661,I-2024-123,2024-11-18,2029-11-17,,
기상청,광활,GWHA,35.83556,126.74139,기록계,Nanometrics,CENTAUR,11833,I-2024-120,2024-11-06,2029-11-05,,
기상청,광활,GWHA,35.83556,126.74139,가속도계,Nanometrics,Titan PH,3646,I-2024-112,2024-11-04,2029-11-03,,
기상청,한라산북동,HLNE,33.4253,126.61127,기록계,Nanometrics,CENTAUR,11834,I-2024-120,2024-11-06,2029-11-05,,
기상청,한라산북동,HLNE,33.4253,126.61127,속도계,Nanometrics,Trillium Horizon 120,3667,I-2024-117,2024-11-05,2029-11-04,,
기상청,한라산남동,HLEE,33.33145,126.67837,기록계,Nanometrics,CENTAUR,11835,I-2024-120,2024-11-06,2029-11-05,,
기상청,한라산남동,HLEE,33.33145,126.67837,속도계,Nanometrics,Trillium Horizon 120,3668,I-2024-117,2024-11-05,2029-11-04,,
기상청,한라산남서,HLSE,33.29555,126.42057,기록계,Nanometrics,CENTAUR,11836,I-2024-121,2024-11-06,2029-11-05,,
기상청,한라산남서,HLSE,33.29555,126.42057,속도계,Nanometrics,Trillium Horizon 120,3669,I-2024-119,2024-11-06,2029-11-05,,
기상청,한라산북서,HLWE,33.40812,126.47568,기록계,Nanometrics,CENTAUR,11837,I-2024-121,2024-11-06,2029-11-05,,
기상청,한라산북서,HLWE,33.40812,126.47568,속도계,Nanometrics,Trillium Horizon 120,3670,I-2024-119,2024-11-06,2029-11-05,,
기상청,가거도,GGDB,34.052191,125.126362,기록계,Nanometrics,CENTAUR,12395,I-2025-93,2025-09-05,2030-09-04,,
기상청,가거도,GGDB,34.052191,125.126362,속도계,Nanometrics,Trillium 120 Slim PH,3995,I-2025-94,2025-09-08,2030-09-07,I-2026-5,2026-01-16
기상청,가거도,GGDB,34.052191,125.126362,가속도계,Nanometrics,Titan PH,3876,I-2025-134,2025-10-29,2030-10-28,,
기상청,가평,GAPB,37.8442,127.4949,기록계,Nanometrics,CENTAUR,12423,I-2025-103,2025-09-18,2030-09-17,,
기상청,가평,GAPB,37.8442,127.4949,속도계,Nanometrics,Trillium 120 PH,4038,I-2025-77,2025-08-27,2030-08-26,,
기상청,가평,GAPB,37.8442,127.4949,가속도계,Nanometrics,Titan PH,4116,I-2025-158,2025-11-18,2030-11-17,,
기상청,간동,HWCA,38.065,127.7746,기록계,Nanometrics,CENTAUR,12375,I-2025-74,2025-08-26,2030-08-25,,
기상청,간동,HWCA,38.065,127.7746,가속도계,Nanometrics,Titan PH,4033,I-2025-149,2025-11-11,2030-11-10,,
기상청,강서구,GSGA,37.551575,126.8443,기록계,Kinemetrics,Q330S+,6775,O-2025-76,2025-08-25,2030-08-24,,
기상청,강서구,GSGA,37.551575,126.8443,가속도계,Kinemetrics,ES-DH,577,O-2025-76,2025-08-25,2030-08-24,,
기상청,강현,YAYA,38.1438,128.6025,기록계,Nanometrics,CENTAUR,12441,I-2025-117,2025-09-30,2030-09-29,,
기상청,강현,YAYA,38.1438,128.6025,가속도계,Nanometrics,Titan PH,4131,I-2025-164,2025-11-24,2030-11-23,,
기상청,강화,GH2B,37.7076,126.446435,기록계,Kinemetrics,Q330HRS,6594,O-2025-167,2025-10-28,2030-10-27,,
기상청,강화,GH2B,37.7076,126.446435,속도계,Streckeisen,STS-5A,130931,O-2025-167,2025-10-28,2030-10-27,,
기상청,강화,GH2B,37.7076,126.446435,가속도계,Kinemetrics,ES-DH,635,O-2025-167,2025-10-28,2030-10-27,,
기상청,격비,GBI2,36.6255,125.559515,속도계,Streckeisen,STS-2.5,151249,O-2025-166,2025-10-28,2030-10-27,,
기상청,격비,GBI2,36.6255,125.559515,가속도계,Kinemetrics,ES-T,8356,O-2025-166,2025-10-28,2030-10-27,,
기상청,군위,GUWB,36.18242,128.5932,속도계,Guralp,CMG-3TB,T39503,I-2025-11,2025-02-12,2030-02-11,,
기상청,군위,GUWB,36.18242,128.5932,가속도계,Kinemetrics,ES-DH,466,O-2025-290,2025-12-19,2030-12-18,,
