기관명,지점명,코드명,위도,경도,장비구분,제조사,모델명,제조번호,검정필번호,최종검정일,검정유효기간,접수번호,검정일
기상청,금산,KMSB,36.1059,127.4815767,기록계,Kinemetrics,Q330HRS,6691,O-2025-9,2025-04-04,2030-04-03,,
기상청,금산,KMSB,36.1059,127.4815767,속도계,Streckeisen,STS-5A,130906,O-2025-9,2025-04-04,2030-04-03,,
기상청,금산,KMSB,36.1059,127.4815767,가속도계,Kinemetrics,ES-DH,615,O-2025-13,2025-04-10,2030-04-09,,
기상청,금정,BUS3,35.2486,129.1124,속도계,Streckeisen,STS-2.5,160923,O-2025-4,2025-03-11,2030-03-10,,
기상청,금정,BUS3,35.2486,129.1124,가속도계,Kinemetrics,ES-T,8789,O-2025-4,2025-03-11,2030-03-10,,
기상청,기린,IJAA,37.9471,128.3248,기록계,Nanometrics,CENTAUR,12380,I-2025-78,2025-08-28,2030-08-27,,
기상청,기린,IJAA,37.9471,128.3248,가속도계,Nanometrics,Titan PH,4118,I-2025-158,2025-11-18,2030-11-17,,
기상청,덕적도,DEI2,37.2557,126.1048,기록계,Kinemetrics,Q330HRS,6590,O-2025-173,2025-10-30,2030-10-29,,
기상청,덕적도,DEI2,37.2557,126.1048,속도계,Streckeisen,STS-2.5,151226,O-2025-173,2025-10-30,2030-10-29,,
기상청,덕적도,DEI2,37.2557,126.1048,가속도계,Kinemetrics,ES-T,8357,O-2025-173,2025-10-30,2030-10-29,,
기상청,봉평,BOPA,37.632,128.351,기록계,Nanometrics,CENTAUR,12381,I-2025-79,2025-08-29,2030-08-28,,
기상청,봉평,BOPA,37.632,128.351,가속도계,Nanometrics,Titan PH,4104,I-2025-153,2025-11-14,2030-11-13,,
기상청,무녀도,MND,35.8043,126.4242,기록계,Nanometrics,CENTAUR,12393,I-2025-89,2025-09-04,2030-09-03,,
기상청,무녀도,MND,35.8043,126.4242,속도계,Nanometrics,Trillium Horizon 120,4034,I-2025-91,2025-09-05,2030-09-04,,
기상청,무녀도,MND,35.8043,126.4242,가속도계,Nanometrics,Titan,3953,I-2025-72,2025-08-22,2030-08-21,,
기상청,무등산,KWJ2,35.1599,126.9911,기록계,Nanometrics,CENTAUR,12394,I-2025-89,2025-09-04,2030-09-03,,
기상청,무등산,KWJ2,35.1599,126.9911,속도계,Nanometrics,Trillium Horizon 120,4032,I-2025-91,2025-09-05,2030-09-04,,
기상청,무등산,KWJ2,35.1599,126.9911,가속도계,Nanometrics,Titan,3954,I-2025-72,2025-08-22,2030-08-21,,
기상청,부산,BSAA,35.0661,129.0741,기록계,Kinemetrics,Q330S+,6554,O-2025-29,2025-05-20,2030-05-19,,
기상청,부산,BSAA,35.0661,129.0741,가속도계,Kinemetrics,ES-DH,486,O-2025-29,2025-05-20,2030-05-19,,
기상청,부여,BUYB,36.2726,126.9206,속도계,Guralp,CMG-3TB,T38900,I-2025-56,2025-07-17,2030-07-16,,
기상청,사북,GWLA,37.2195,128.8212,가속도계,Kinemetrics,ES-DH,631,O-2025-88,2025-08-28,2030-08-27,,
기상청,삼가,HACA,35.4135383,128.1016417,기록계,Nanometrics,CENTAUR,12383,I-2025-79,2025-08-29,2030-08-28,,
기상청,삼가,HACA,35.4135383,128.1016417,가속도계,Nanometrics,Titan PH,4032,I-2025-149,2025-11-11,2030-11-10,,
기상청,상주,SAJB,36.4079217,128.157543,기록계,Kinemetrics,Q330HRS,6593,O-2025-46,2025-07-11,2030-07-10,,
기상청,상주,SAJB,36.4079217,128.157543,속도계,Streckeisen,STS-5A,130926,O-2025-46,2025-07-11,2030-07-10,,
기상청,상주,SAJB,36.4079217,128.157543,가속도계,Kinemetrics,ES-DH,613,O-2025-46,2025-07-11,2030-07-10,,
기상청,서울,SEO3,37.4939,126.9171,기록계,Kinemetrics,Q330HRS,6688,O-2025-287,2025-12-16,2030-12-15,,
기상청,서울,SEO3,37.4939,126.9171,속도계,Streckeisen,STS-2.5,160919,O-2025-164,2025-10-27,2030-10-26,,
기상청,서울,SEO3,37.4939,126.9171,가속도계,Kinemetrics,ES-T,8787,O-2025-164,2025-10-27,2030-10-26,,
기상청,서화,SH2B,38.2685,128.2524,기록계,Kinemetrics,Q330HRS,6591,I-2025-83,2025-09-02,2030-09-01,,
기상청,서화,SH2B,38.2685,128.2524,속도계,Streckeisen,STS-5A,130907,O-2025-106,2025-09-09,2030-09-08,,
기상청,서화,SH2B,38.2685,128.2524,가속도계,Kinemetrics,ES-DH,636,O-2025-106,2025-09-09,2030-09-08,,
기상청,소연평도,YPDB,37.608,125.71,기록계,Nanometrics,CENTAUR,12396,I-2025-93,2025-09-05,2030-09-04,,
기상청,소연평도,YPDB,37.608,125.71,속도계,Nanometrics,Trillium 120 Slim PH,3994,I-2025-94,2025-09-08,2030-09-07,,
기상청,송현,ADOA,36.5726,128.7009,기록계,Nanometrics,CENTAUR,12426,I-2025-104,2025-09-19,2030-09-18,,
기상청,송현,ADOA,36.5726,128.7009,가속도계,Nanometrics,Titan PH,4121,I-2025-159,2025-11-19,2030-11-18,,
기상청,안마도,AMDE,35.347034,126.03061,기록계,Nanometrics,CENTAUR,12377,I-2025-74,2025-08-26,2030-08-25,,
기상청,안마도,AMDE,35.347034,126.03061,속도계,Nanometrics,Trillium Horizon 120,4033,I-2025-91,2025-09-05,2030-09-04,,
기상청,안마도,AMDE,35.347034,126.03061,가속도계,Nanometrics,Titan,3956,I-2025-72,2025-08-22,2030-08-21,,
기상청,안면도,ANMA,36.5386,126.33,기록계,Kinemetrics,Q330S+,5749,I-2025-24,2025-04-03,2030-04-02,,
기상청,연천,YC2B,38.0398,126.9257,기록계,Kinemetrics,Q330HRS,6686,O-2025-131,2025-09-25,2030-09-24,,
기상청,연천,YC2B,38.0398,126.9257,속도계,Streckeisen,STS-5A,130913,I-2025-22,2025-04-02,2030-04-01,,
기상청,연천,YC2B,38.0398,126.9257,가속도계,Kinemetrics,ES-DH,637,O-2025-131,2025-09-25,2030-09-24,,
기상청,예천,YCHB,36.6222,128.4373,기록계,Kinemetrics,Q330HRS,6595,O-2025-1,2025-01-15,2030-01-14,I-2026-55,2026-04-07
기상청,예천,YCHB,36.6222,128.4373,속도계,Streckeisen,STS-5A,130911,O-2025-1,2025-01-15,2030-01-14,,
기상청,예천,YCHB,36.6222,128.4373,가속도계,Kinemetrics,ES-DH,633,O-2025-1,2025-01-15,2030-01-14,,
기상청,외연도,OYDB,36.2292,126.0758,속도계,Guralp,CMG-3TB,T38816,I-2025-3,2025-01-09,2030-01-08,,
기상청,울진,UJNA,36.9926117,129.4135,기록계,Kinemetrics,Q330S+,6764,O-2025-15,2025-04-15,2030-04-14,,
기상청,울진,UJNA,36.9926117,129.4135,가속도계,Kinemetrics,ES-DH,579,O-2025-15,2025-04-15,2030-04-14,,
기상청,의령,EURB,35.322492,128.288222,기록계,Nanometrics,CENTAUR,9552,I-2025-32,2025-05-13,2030-05-12,O-2026-49,2026-04-28
기상청,의성,EUSB,36.3561,128.6887,속도계,Guralp,CMG-3TB,T38817,I-2025-4,2025-01-15,2030-01-14,O-2026-126,2026-08-03
기상청,익산,IKSA,36.0592,127.0619,기록계,Nanometrics,CENTAUR,12384,I-2025-81,2025-09-01,2030-08-31,,
기상청,익산,IKSA,36.0592,127.0619,가속도계,Nanometrics,Titan PH,4011,I-2025-139,2025-10-31,2030-10-30,,
기상청,임실,IMSB,35.6124,127.2854,기록계,Kinemetrics,Q330HRS,6690,O-2025-7,2025-04-02,2030-04-01,I-2026-64,2026-04-16
기상청,임실,IMSB,35.6124,127.2854,속도계,Streckeisen,STS-5A,130927,O-2025-7,2025-04-02,2030-04-01,,
기상청,임실,IMSB,35.6124,127.2854,가속도계,Kinemetrics,ES-DH,614,O-2025-7,2025-04-02,2030-04-01,,
기상청,전주,CHOA,35.8408,127.117,기록계,Kinemetrics,Q330HRS,6113,O-2025-8,2025-04-03,2030-04-02,,
기상청,전주,CHOA,35.8408,127.117,가속도계,Kinemetrics,ES-DH,455,O-2025-8,2025-04-03,2030-04-02,,
기상청,제천,JECB,37.1595,128.1945,기록계,Nanometrics,CENTAUR,12435,I-2025-111,2025-09-25,2030-09-24,,
기상청,제천,JECB,37.1595,128.1945,속도계,Nanometrics,Trillium 120 PH,4040,I-2025-77,2025-08-27,2030-08-26,,
기상청,제천,JECB,37.1595,128.1945,가속도계,Nanometrics,Titan PH,4024,I-2025-141,2025-11-04,2030-11-03,,
기상청,주문진,JMJ2,37.88159167,128.7560667,기록계,Kinemetrics,Q330HRS,6685,O-2025-241,2025-11-25,2030-11-24,,
기상청,주문진,JMJ2,37.88159167,128.7560667,가속도계,Kinemetrics,ES-T,8355,O-2025-241,2025-11-25,2030-11-24,,
기상청,중랑구,JURA,37.6147,127.0868,기록계,Kinemetrics,Q330S+,6520,I-2025-24,2025-04-03,2030-04-02,,
기상청,증평,JNPA,36.7956,127.5621,기록계,Nanometrics,CENTAUR,12433,I-2025-111,2025-09-25,2030-09-24,,
기상청,증평,JNPA,36.7956,127.5621,가속도계,Nanometrics,Titan PH,4092,I-2025-151,2025-11-12,2030-11-11,,
기상청,진도,JDO2,34.47299,126.3238333,기록계,Kinemetrics,Q330HRS,6597,O-2025-149,2025-10-15,2030-10-14,,
기상청,진도,JDO2,34.47299,126.3238333,가속도계,Kinemetrics,ES-T,8358,O-2025-149,2025-10-15,2030-10-14,,
기상청,충주,CHJ3,36.873,127.9748,기록계,Kinemetrics,Q330HRS,6990,O-2025-31,2025-05-21,2030-05-20,,
기상청,충주,CHJ3,36.873,127.9748,속도계,Streckeisen,STS-2.5,160921,O-2025-31,2025-05-21,2030-05-20,,
기상청,충주,CHJ3,36.873,127.9748,가속도계,Kinemetrics,ES-T,8786,O-2025-31,2025-05-21,2030-05-20,,
기상청,평창,PYCB,37.3774,128.3946,기록계,Kinemetrics,Q330HRS,6599,O-2025-90,2025-09-02,2030-09-01,,
기상청,평창,PYCB,37.3774,128.3946,속도계,Streckeisen,STS-5A,130910,O-2025-90,2025-09-02,2030-09-01,,
기상청,평창,PYCB,37.3774,128.3946,가속도계,Kinemetrics,ES-DH,632,O-2025-90,2025-09-02,2030-09-01,,
기상청,홍천,HOCA,37.6838,127.8801,가속도계,Kinemetrics,ES-DH,470,I-2025-46,2025-07-07,2030-07-06,,
기상청,횡성,HESA,37.5406,127.9565,기록계,Kinemetrics,Q330S+,6771,O-2025-138,2025-09-30,2030-09-29,,
기상청,횡성,HESA,37.5406,127.9565,가속도계,Kinemetrics,ES-DH,573,O-2025-138,2025-09-30,2030-09-29,,
기상청,부석,BUSA,36.9791,128.6611,가속도계,Kinemetrics,ES-DH,509,I-2025-183,2025-12-15,2030-12-14,,
기상청,야로,YALB,35.7279,128.1934,기록계,Kinemetrics,Q330HRS,6386,I-2025-12,2025-02-14,2030-02-13,O-2026-145,2026-08-21
기상청,야로,YALB,35.7279,128.1934,속도계,Guralp,CMG-3TB,T39669,I-2025-4,2025-01-15,2030-01-14,O-2026-145,2026-08-21
기상청,상면,SGMA,37.8282,127.288,기록계,Kinemetrics,Q330S+,6553,I-2025-183,2025-12-15,2030-12-14,,
기상청,함평,HMPA,35.1413,126.6176,가속도계,Kinemetrics,ES-DH,524,I-2025-183,2025-12-15,2030-12-14,,
기상청,만재도,MJDB,34.2074,125.469,속도계,Streckeisen,STS-5A,130925,O-2025-146,2025-10-13,2030-10-12,,
기상청,화도,HWDB,37.6322,127.3404,기록계,Kinemetrics,Q330HRS,6598,O-2025-141,2025-10-01,2030-09-30,,
기상청,화도,HWDB,37.6322,127.3404,속도계,Streckeisen,STS-5A,130909,O-2025-141,2025-10-01,2030-09-30,,
기상청,화도,HWDB,37.6322,127.3404,가속도계,Kinemetrics,ES-DH,587,O-2025-141,2025-10-01,2030-09-30,,
기상청,예안,YEAB,36.6611,128.8872,기록계,Kinemetrics,Q330HRS,6589,O-2025-3,2025-01-17,2030-01-16,,
기상청,예안,YEAB,36.6611,128.8872,속도계,Streckeisen,STS-5A,130919,O-2025-3,2025-01-17,2030-01-16,,
기상청,예안,YEAB,36.6611,128.8872,가속도계,Kinemetrics,ES-DH,567,O-2025-3,2025-01-17,2030-01-16,,
기상청,표선,PYSB,33.3536,126.8167,가속도계,Kinemetrics,ES-DH,590,O-2025-40,2025-06-19,2030-06-18,,
기상청,여서도,YSDA,33.9866,126.9205,기록계,Kinemetrics,Q330S+,6774,O-2025-34,2025-05-28,2030-05-27,,
기상청,여서도,YSDA,33.9866,126.9205,가속도계,Kinemetrics,ES-DH,585,O-2025-34,2025-05-28,2030-05-27,,
기상청,하의도,HEDA,34.6064,126.0365,기록계,Kinemetrics,Q330S+,6778,O-2025-54,2025-07-24,2030-07-23,,
기상청,하의도,HEDA,34.6064,126.0365,가속도계,Kinemetrics,ES-DH,608,O-2025-54,2025-07-24,2030-07-23,,
기상청,홍성,HGSA,36.6579,126.6879,기록계,Kinemetrics,Q330S+,6790,O-2025-27,2025-05-14,2030-05-13,,
기상청,홍성,HGSA,36.6579,126.6879,가속도계,Kinemetrics,ES-DH,594,O-2025-27,2025-05-14,2030-05-13,,
기상청,곡성,GKSA,35.2304,127.2252,기록계,Kinemetrics,Q330S+,6779,O-2025-42,2025-07-08,2030-07-07,,
기상청,곡성,GKSA,35.2304,127.2252,가속도계,Kinemetrics,ES-DH,586,O-2025-42,2025-07-08,2030-07-07,,
기상청,하태도,HTDA,34.3908,125.2986,기록계,Kinemetrics,Q330S+,6783,O-2025-68,2025-08-19,2030-08-18,,
기상청,하태도,HTDA,34.3908,125.2986,가속도계,Kinemetrics,ES-DH,609,O-2025-68,2025-08-19,2030-08-18,,
기상청,당진,DGJA,36.8894,126.6174,기록계,Kinemetrics,Q330S+,6772,I-2025-24,2025-04-03,2030-04-02,,
기상청,당진,DGJA,36.8894,126.6174,가속도계,Kinemetrics,ES-DH,599,O-2025-35,2025-05-29,2030-05-28,,
기상청,결성,GLSA,36.5255,126.545,기록계,Kinemetrics,Q330S+,6794,O-2025-28,2025-05-15,2030-05-14,,
기상청,결성,GLSA,36.5255,126.545,가속도계,Kinemetrics,ES-DH,565,O-2025-28,2025-05-15,2030-05-14,,
기상청,영동,YEDA,36.1247,127.685,가속도계,Kinemetrics,ES-DH,610,O-2025-5,2025-03-11,2030-03-10,,
기상청,청안,CGAA,36.7069,127.7263,기록계,Kinemetrics,Q330S+,6784,O-2025-12,2025-04-10,2030-04-09,,
기상청,청안,CGAA,36.7069,127.7263,가속도계,Kinemetrics,ES-DH,589,O-2025-12,2025-04-10,2030-04-09,,
기상청,이원,LIWA,36.2482,127.6137,기록계,Kinemetrics,Q330S+,6785,O-2025-23,2025-05-07,2030-05-06,,
기상청,이원,LIWA,36.2482,127.6137,가속도계,Kinemetrics,ES-DH,591,O-2025-23,2025-05-07,2030-05-06,,
기상청,신녕,SNNA,36.0502,128.7111,기록계,Kinemetrics,Q330S+,6803,O-2025-32,2025-05-22,2030-05-21,,
기상청,신녕,SNNA,36.0502,128.7111,가속도계,Kinemetrics,ES-DH,616,O-2025-32,2025-05-22,2030-05-21,,
기상청,평은,PGEA,36.7559,128.692,기록계,Kinemetrics,Q330S+,6781,O-2025-2,2025-01-16,2030-01-15,,
기상청,평은,PGEA,36.7559,128.692,가속도계,Kinemetrics,ES-DH,588,O-2025-2,2025-01-16,2030-01-15,,
기상청,재산,JAEA,36.8,128.9903,기록계,Kinemetrics,Q330S+,6782,O-2025-18,2025-04-17,2030-04-16,,
기상청,재산,JAEA,36.8,128.9903,가속도계,Kinemetrics,ES-DH,571,O-2025-18,2025-04-17,2030-04-16,,
기상청,광탄,GGTA,37.7686,126.8991,기록계,Kinemetrics,Q330S+,6804,O-2025-130,2025-09-23,2030-09-22,,
기상청,광탄,GGTA,37.7686,126.8991,가속도계,Kinemetrics,ES-DH,617,O-2025-130,2025-09-23,2030-09-22,,
기상청,백운,BKWA,37.1681,127.9875,기록계,Kinemetrics,Q330S+,6786,O-2025-11,2025-04-09,2030-04-08,,
기상청,백운,BKWA,37.1681,127.9875,가속도계,Kinemetrics,ES-DH,592,O-2025-11,2025-04-09,2030-04-08,,
기상청,양동,YAGA,37.407,127.7569,기록계,Kinemetrics,Q330S+,6789,O-2025-117,2025-09-15,2030-09-14,,
기상청,양동,YAGA,37.407,127.7569,가속도계,Kinemetrics,ES-DH,593,O-2025-117,2025-09-15,2030-09-14,,
기상청,영북,YOGA,38.0942,127.2765,기록계,Kinemetrics,Q330S+,6807,O-2025-132,2025-09-26,2030-09-25,,
기상청,영북,YOGA,38.0942,127.2765,가속도계,Kinemetrics,ES-DH,618,O-2025-132,2025-09-26,2030-09-25,,
기상청,양구,YGGA,38.0979,127.9852,기록계,Kinemetrics,Q330S+,6808,O-2025-103,2025-09-08,2030-09-07,,
기상청,양구,YGGA,38.0979,127.9852,가속도계,Kinemetrics,ES-DH,619,O-2025-103,2025-09-08,2030-09-07,,
기상청,노성,NOSA,36.2836,127.1272,기록계,Kinemetrics,Q330S+,6791,O-2025-25,2025-05-08,2030-05-07,,
기상청,노성,NOSA,36.2836,127.1272,가속도계,Kinemetrics,ES-DH,596,O-2025-25,2025-05-08,2030-05-07,,
기상청,단양,DNYA,36.9877,128.3559,기록계,Kinemetrics,Q330S+,6792,O-2025-10,2025-04-08,2030-04-07,,
기상청,단양,DNYA,36.9877,128.3559,가속도계,Kinemetrics,ES-DH,597,O-2025-10,2025-04-08,2030-04-07,,
기상청,모곡,MOGA,37.6962,127.5825,기록계,Kinemetrics,Q330S+,6811,O-2025-115,2025-09-12,2030-09-11,,
기상청,모곡,MOGA,37.6962,127.5825,가속도계,Kinemetrics,ES-DH,621,O-2025-115,2025-09-12,2030-09-11,,
기상청,구좌,GUJA,33.5504,126.7503,기록계,Kinemetrics,Q330S+,6812,O-2025-41,2025-06-19,2030-06-18,,
기상청,구좌,GUJA,33.5504,126.7503,가속도계,Kinemetrics,ES-DH,622,O-2025-41,2025-06-19,2030-06-18,,
기상청,화서,HWSA,36.4412,127.9441,기록계,Kinemetrics,Q330S+,6796,O-2025-14,2025-04-11,2030-04-10,,
기상청,화서,HWSA,36.4412,127.9441,가속도계,Kinemetrics,ES-DH,601,O-2025-14,2025-04-11,2030-04-10,,
기상청,임계,LMGA,37.4918,128.8637,기록계,Kinemetrics,Q330S+,6799,O-2025-101,2025-09-05,2030-09-04,,
기상청,임계,LMGA,37.4918,128.8637,가속도계,Kinemetrics,ES-DH,602,O-2025-101,2025-09-05,2030-09-04,,
기상청,아산,ASNA,36.8277,127.0123,기록계,Kinemetrics,Q330S+,6801,O-2025-26,2025-05-13,2030-05-12,,
기상청,아산,ASNA,36.8277,127.0123,가속도계,Kinemetrics,ES-DH,603,O-2025-26,2025-05-13,2030-05-12,,
기상청,전의,JNUA,36.6908,127.2005,기록계,Kinemetrics,Q330S+,6802,O-2025-6,2025-03-14,2030-03-13,,
기상청,전의,JNUA,36.6908,127.2005,가속도계,Kinemetrics,ES-DH,604,O-2025-6,2025-03-14,2030-03-13,,
기상청,가곡,GAGA,37.1306,129.1696,기록계,Kinemetrics,Q330S+,6734,I-2025-98,2025-09-15,2030-09-14,,
기상청,가곡,GAGA,37.1306,129.1696,가속도계,Kinemetrics,ES-DH,595,O-2025-94,2025-09-03,2030-09-02,,
기상청,금강송,GGSA,36.9295,129.1518,기록계,Kinemetrics,Q330S+,6795,O-2025-17,2025-04-16,2030-04-15,,
기상청,금강송,GGSA,36.9295,129.1518,가속도계,Kinemetrics,ES-DH,572,O-2025-17,2025-04-16,2030-04-15,,
기상청,설성,SLSA,37.1349,127.5196,기록계,Kinemetrics,Q330S+,6813,O-2025-74,2025-08-21,2030-08-20,,
기상청,설성,SLSA,37.1349,127.5196,가속도계,Kinemetrics,ES-DH,623,O-2025-74,2025-08-21,2030-08-20,,
기상청,보개,BOGA,37.0131,127.3294,기록계,Kinemetrics,Q330S+,6821,O-2025-70,2025-08-20,2030-08-19,,
기상청,보개,BOGA,37.0131,127.3294,가속도계,Kinemetrics,ES-DH,584,O-2025-70,2025-08-20,2030-08-19,,
기상청,죽장,JKJA,36.2421,129.2151,기록계,Kinemetrics,Q330S+,6814,O-2025-22,2025-04-29,2030-04-28,,
기상청,죽장,JKJA,36.2421,129.2151,가속도계,Kinemetrics,ES-DH,624,O-2025-22,2025-04-29,2030-04-28,,
기상청,원북,WNBA,36.8238,126.2572,기록계,Kinemetrics,Q330S+,6769,O-2025-33,2025-05-28,2030-05-27,,
기상청,원북,WNBA,36.8238,126.2572,가속도계,Kinemetrics,ES-DH,625,O-2025-33,2025-05-28,2030-05-27,,
기상청,석보,SKBA,36.521,129.1791,기록계,Kinemetrics,Q330S+,6777,O-2025-19,2025-04-18,2030-04-17,,
기상청,석보,SKBA,36.521,129.1791,가속도계,Kinemetrics,ES-DH,600,O-2025-19,2025-04-18,2030-04-17,,
기상청,성남,SGNA,37.4461,127.1832,기록계,Kinemetrics,Q330S+,6818,O-2025-127,2025-09-18,2030-09-17,,
기상청,성남,SGNA,37.4461,127.1832,가속도계,Kinemetrics,ES-DH,627,O-2025-127,2025-09-18,2030-09-17,,
기상청,갈천,GLCA,37.9049,128.5207,기록계,Kinemetrics,Q330S+,6822,O-2025-111,2025-09-10,2030-09-09,,
기상청,갈천,GLCA,37.9049,128.5207,가속도계,Kinemetrics,ES-DH,628,O-2025-111,2025-09-10,2030-09-09,,
기상청,초도,CHDA,34.2367,127.2496,기록계,Kinemetrics,Q330S+,6816,O-2025-24,2025-05-08,2030-05-07,,
기상청,초도,CHDA,34.2367,127.2496,가속도계,Kinemetrics,ES-DH,583,O-2025-24,2025-05-08,2030-05-07,,
기상청,서석,SESA,37.7196,128.1735,기록계,Kinemetrics,Q330S+,6833,O-2025-114,2025-09-11,2030-09-10,,
기상청,서석,SESA,37.7196,128.1735,가속도계,Kinemetrics,ES-DH,629,O-2025-114,2025-09-11,2030-09-10,,
기상청,신동,SNDA,37.2617,128.5956,기록계,Kinemetrics,Q330S+,6805,O-2025-84,2025-08-27,2030-08-26,,
기상청,신동,SNDA,37.2617,128.5956,가속도계,Kinemetrics,ES-DH,580,O-2025-84,2025-08-27,2030-08-26,,
기상청,주천,JCUA,37.2753,128.2694,기록계,Kinemetrics,Q330S+,6809,O-2025-163,2025-10-24,2030-10-23,,
기상청,주천,JCUA,37.2753,128.2694,가속도계,Kinemetrics,ES-DH,576,O-2025-163,2025-10-24,2030-10-23,,
기상청,천부,CEBA,37.5405,130.9169,기록계,Kinemetrics,Q330S+,7060,O-2025-43,2025-07-09,2030-07-08,,
기상청,천부,CEBA,37.5405,130.9169,가속도계,Kinemetrics,ES-DH,683,O-2025-43,2025-07-09,2030-07-08,,
기상청,교동5,GDS5,37.77554,126.229158,기록계,Geotech,SMART-24R,2554,O-2025-294,2025-12-18,2030-12-17,,
기상청,파주6,PYS6,37.83958,126.812115,기록계,Geotech,SMART-24R,2563,O-2025-292,2025-12-23,2030-12-22,,
기상청,연천4,YCS4,38.116577,126.986532,기록계,Geotech,SMART-24R,2567,O-2025-293,2025-12-24,2030-12-23,,
기상청,인제4,IJS4,38.326084,128.203825,기록계,Geotech,SMART-24R,2605,-,2025-12-23,2030-12-22,I-2026-69,2026-04-27
기상청,신철원4,NCS4,38.233306,127.369401,기록계,Nanometrics,CENTAUR,9435,I-2025-44,2025-06-16,2030-06-15,,
기상청,영암,YEAA,34.816588,126.686275,기록계,Nanometrics,CENTAUR,11403,I-2025-70,2025-08-21,2030-08-20,,
기상청,영암,YEAA,34.816588,126.686275,가속도계,Nanometrics,Titan PH,4025,I-2025-142,2025-11-05,2030-11-04,,
기상청,여주,YEJA,37.205889,127.548958,기록계,Nanometrics,CENTAUR,12412,I-2025-97,2025-09-15,2030-09-14,,
기상청,여주,YEJA,37.205889,127.548958,가속도계,Nanometrics,Titan PH,4012,I-2025-139,2025-10-31,2030-10-30,,
기상청,파주,PAJA,37.958615,126.91927,기록계,Nanometrics,CENTAUR,12413,I-2025-97,2025-09-15,2030-09-14,,
기상청,파주,PAJA,37.958615,126.91927,가속도계,Nanometrics,Titan PH,4130,I-2025-162,2025-11-20,2030-11-19,,
기상청,신니,SINA,36.981768,127.754619,기록계,Nanometrics,CENTAUR,12414,I-2025-97,2025-09-15,2030-09-14,,
기상청,신니,SINA,36.981768,127.754619,가속도계,Nanometrics,Titan PH,4027,I-2025-142,2025-11-05,2030-11-04,,
기상청,적목,JEMA,37.980211,127.446451,기록계,Nanometrics,CENTAUR,12415,I-2025-99,2025-09-16,2030-09-15,,
기상청,적목,JEMA,37.980211,127.446451,가속도계,Nanometrics,Titan PH,4030,I-2025-145,2025-11-06,2030-11-05,,
기상청,금사,GESA,37.420238,127.529107,기록계,Nanometrics,CENTAUR,12416,I-2025-99,2025-09-16,2030-09-15,,
기상청,금사,GESA,37.420238,127.529107,가속도계,Nanometrics,Titan PH,4029,I-2025-145,2025-11-06,2030-11-05,,
기상청,강하,GAHA,37.48283,127.404282,기록계,Nanometrics,CENTAUR,12417,I-2025-99,2025-09-16,2030-09-15,,
기상청,강하,GAHA,37.48283,127.404282,가속도계,Nanometrics,Titan PH,4127,I-2025-162,2025-11-20,2030-11-19,,
기상청,포천이동,PCIA,38.02381,127.36813,기록계,Nanometrics,CENTAUR,12418,I-2025-100,2025-09-17,2030-09-16,,
기상청,포천이동,PCIA,38.02381,127.36813,가속도계,Nanometrics,Titan PH,4096,I-2025-152,2025-11-13,2030-11-12,,
기상청,지평,JIPA,37.430103,127.664218,기록계,Nanometrics,CENTAUR,12379,I-2025-78,2025-08-28,2030-08-27,,
기상청,지평,JIPA,37.430103,127.664218,가속도계,Nanometrics,Titan PH,4115,I-2025-158,2025-11-18,2030-11-17,,
